,Id,Review,Label,ans
1989,1989,concepts learnt useful interesting,5,other
1992,1992,Sometimes seems mechanic instructor clearly reading script,3,other
1998,1998,thought brilliantly put together easy follow packed full great information definitely feel like worth time Great class,5,other
1999,1999,interesting introduction business intelligence totally recommended,4,other
2004,2004,Perfect,5,other
2006,2006,good preparation instructors challenging quiz questions importantly lot real world examples make fun apprehensible,5,other
2008,2008,Great presentation great explanation Dr Egger,5,other
2013,2013,love,5,other
2016,2016,practical useful,5,other
2017,2017,Great baseline understanding talk intelligently business metrics,5,other
2020,2020,Great lecturing style light hearted yet cerebral Superb,5,other
2022,2022,Good mix theory practice,4,other
2025,2025,high level overview felt thourough instructor good wish little practice concepts overall wonderful,5,other
2030,2030,informative easy get especially someone whos wellversed business concepts,5,other
2034,2034,helpful,5,other
2035,2035,typos Week 5 Teradata exercise needed corrected,5,other
2038,2038,relational schema dognition database provided,4,other
2042,2042,thank,5,other
2044,2044,get lot information really need invest time highly recommend includes many practical exercises,5,other
2047,2047,great little bit complex could better learn book first,4,other
2048,2048,difficult learn use SQL,4,other
2049,2049,hard worthy,5,other
2050,2050,fun hard learning,5,other
2055,2055,Teradata part quite challenging think would better hints like SQL part,4,other
2057,2057,Super great learning experience,5,other
2058,2058,Excellent introduction SQL students take extra time optional exercises really get comfortable SQL syntax nuances Engaging also challenging,5,other
2059,2059,handy tool pull data analysis learner need practice,5,other
2060,2060,Good introduction,4,other
2061,2061,doesnt go great depth exposes enough SQL give good start appreciation complex company databases likely beWorks real data,5,other
2070,2070,experience Teradata awful Connection issues latency time outs taken 45 minutes took nearly two hours load times datasets clock indication progression queries,1,other
2072,2072,point excellent real world data train assignments,4,other
2075,2075,prov systematic training practical tips current job,5,other
2077,2077,quite useful bunch exercises extremely helpful help us get touch realworld business cases,5,other
2080,2080,Perfect introduction SQL Still lot learn certainly feel like learn,5,other
2083,2083,learned SQL projects work SQL helps learn basic advanced questions happened work explained well class Thats true data real world messy missing,5,other
2085,2085,Easy enough SQL newbie meaty enough satisfying,5,other
2088,2088,Practical knowledge,4,other
2093,2093,good Learn lot SQL,5,other
2096,2096,helpful,5,other
2097,2097,Great way learn SQL querying analysis strategies,5,other
2103,2103,practical challengin goood,5,other
2104,2104,practical hard time like teaching style Whats makes little uncomfortable teradata system guidance kind obscure However Jupiter guidance really yummy Hope learn sql applications future,4,other
2108,2108,Cool Tough cool,5,other
2111,2111,Difficult well worth feel much confident tackling SQL,5,other
2116,2116,usefull,5,other
2118,2118,exercises quizzes particularly teradata sets difficult enough think structure approach arrive right solution good learning curve,5,other
2122,2122,complete point Lots useful resources,4,other
2123,2123,Unprecedented high speaking speed,1,other
2125,2125,Week 3 unrealistically difficult,4,other
2127,2127,really useful class,5,other
2136,2136,great think,5,other
2142,2142,enjoy useful beginner,5,other
2145,2145,Great love,5,other
2149,2149,Indepth really enjoyed,5,other
2153,2153,work real industry data much fun,4,other
2154,2154,helpful,5,other
2158,2158,exercises well designed,5,other
2161,2161,pretty good entrylevel SQL learners However improve much time required Also exercises provided sometimes really weird,4,other
2162,2162,enhanced programming knowledge data retrival,5,other
2163,2163,Great class start learning SQL Jupyter Teradata brilliant choices webbased interface avoid plain installation Real datasets Dognition Dillard make exercises much meaningful Thank careful design teaching,5,other
2170,2170,Excellent introduction SQL Good short overview theoretical background Lots practice exercises,5,other
2175,2175,Enjoyed every aspect,5,other
2176,2176,Learned lot,5,other
2177,2177,lot work valuable training,5,other
2186,2186,Much needed Sql help,5,other
2193,2193,learned lot basic queries,5,other
2196,2196,good class learn use SQL systematic manner even used SQL completely new two Databases Terradata Dognition gave lot valuable practice,4,other
2197,2197,helpful,5,other
2199,2199,Great class learn SQL Great learning use two different platforms applying real world applications queries,5,other
2203,2203,Big challenge even bigger reward,5,other
2205,2205,useful good explained begginers,5,other
2206,2206,Challenging informative,5,other
2208,2208,equipped modern tools practical experience,5,other
2211,2211,love practice exercises,4,other
2212,2212,many issues DBs needed accessed complete exams,3,other
2216,2216,Awesome Experience,5,other
2217,2217,Perfect know basics manage SQL data,5,other
2219,2219,Nice web pages test knowledge,4,other
2227,2227,interesting face problems Teradata able even log lot students situation problem persists even duedate test,1,other
2228,2228,Getting learn Teradata bonus Great class,5,other
2231,2231,easy understand wonderful,5,other
2232,2232,really learned lot hard requires huge amount time master,5,other
2236,2236,well structured easy follow effective,5,other
2237,2237,hard useful,5,other
2248,2248,useful covering related aspect information seeking,5,other
2250,2250,Excellent important investigation intellectual working,5,other
2254,2254,important knowledge skill finding information couse,4,other
2259,2259,learned lot,4,other
2260,2260,useful university students people new research world,5,other
2262,2262,useful handy tips,4,other
2263,2263,concise stright point,5,other
2265,2265,informative well organized,5,other
2267,2267,useful,5,other
2272,2272,Apart slightly confusing breaks sentences speakers good relevant information,4,other
2275,2275,Really good detailed deep learning Thank,5,other
2277,2277,learnt much addiction brainI wish known since teen sharing learning family friends looking forward helping community aspect Thank ever much valuable LIFE SAVING INFORMATION,5,other
2278,2278,Detailed information easy understand format,5,other
2282,2282,Learned much interesting,5,other
2283,2283,informative However somebody needs give instructor glass water,5,other
2286,2286,like upgrade take quiz,3,other
2293,2293,Concise informative want understand epidemic health issue called addiction,5,other
2300,2300,interesting,5,other
2302,2302,informative,4,other
2305,2305,informative,5,other
2306,2306,real pleasure learn,5,other
2308,2308,Great Thank much classes,5,other
2311,2311,informative coures,4,other
2316,2316,Worth skimming fast free learn little something brain Dont expect learn much brain though title little misleading,3,other
2317,2317,Helped understand left family life meth addiction thankful reduced stress anger ove3 done even small amount understanding,5,other
2318,2318,loved learned lot,5,other
2322,2322,comprehensive easy follow regret pro animal testing proselytism,4,other
2323,2323,helpful understanding addiction,5,other
2325,2325,boring didnt learn anything didnt already know like watching anti drug propaganda film couldnt finish,1,other
2327,2327,fabulous training eyeopening,5,other
2331,2331,informative right mark society feels available lines treatmenthelpThank,4,other
